"TIME","GEO","AGE","AGEDEF","UNIT","SEX","Value","Flag and Footnotes"
"2018","North Macedonia","Total","Age reached during the year","Number","Males","249",""
"2018","North Macedonia","Total","Age reached during the year","Number","Females","128",""
"2019","Belgium","Total","Age reached during the year","Number","Total","102,936",""
"2019","Belgium","Total","Age reached during the year","Number","Males","61,097",""
"2019","Belgium","Total","Age reached during the year","Number","Females","41,839",""
"2019","Bulgaria","Total","Age reached during the year","Number","Total","39,941","p"
"2019","Bulgaria","Total","Age reached during the year","Number","Males","20,541","p"
"2019","Bulgaria","Total","Age reached during the year","Number","Females","19,400","p"
"2019","Czechia","Total","Age reached during the year","Number","Total","77,798",""
"2019","Czechia","Total","Age reached during the year","Number","Males","48,069",""
"2019","Czechia","Total","Age reached during the year","Number","Females","29,729",""
"2019","Denmark","Total","Age reached during the year","Number","Total","66,520",""
"2019","Denmark","Total","Age reached during the year","Number","Males","35,473",""
"2019","Denmark","Total","Age reached during the year","Number","Females","31,047",""
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","576,319","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","368,371","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","207,948","be"
"2019","Estonia","Total","Age reached during the year","Number","Total","12,801",""
"2019","Estonia","Total","Age reached during the year","Number","Males","7,278",""
"2019","Estonia","Total","Age reached during the year","Number","Females","5,523",""
"2019","Ireland","Total","Age reached during the year","Number","Total","62,004",""
"2019","Ireland","Total","Age reached during the year","Number","Males","29,589",""
"2019","Ireland","Total","Age reached during the year","Number","Females","32,415",""
"2019","Greece","Total","Age reached during the year","Number","Total","95,020",""
"2019","Greece","Total","Age reached during the year","Number","Males","53,861",""
"2019","Greece","Total","Age reached during the year","Number","Females","41,159",""
"2019","Spain","Total","Age reached during the year","Number","Total","296,248",""
"2019","Spain","Total","Age reached during the year","Number","Males","159,076",""
"2019","Spain","Total","Age reached during the year","Number","Females","137,172",""
"2019","France","Total","Age reached during the year","Number","Total","299,101","p"
"2019","France","Total","Age reached during the year","Number","Males","168,570","p"
"2019","France","Total","Age reached during the year","Number","Females","130,531","p"
"2019","Croatia","Total","Age reached during the year","Number","Total","40,148",""
"2019","Croatia","Total","Age reached during the year","Number","Males","23,195",""
"2019","Croatia","Total","Age reached during the year","Number","Females","16,953",""
"2019","Italy","Total","Age reached during the year","Number","Total","179,505",""
"2019","Italy","Total","Age reached during the year","Number","Males","94,314",""
"2019","Italy","Total","Age reached during the year","Number","Females","85,191",""
"2019","Cyprus","Total","Age reached during the year","Number","Total","17,373",""
"2019","Cyprus","Total","Age reached during the year","Number","Males","7,151",""
"2019","Cyprus","Total","Age reached during the year","Number","Females","10,222",""
"2019","Latvia","Total","Age reached during the year","Number","Total","14,583",""
"2019","Latvia","Total","Age reached during the year","Number","Males","8,278",""
"2019","Latvia","Total","Age reached during the year","Number","Females","6,305",""
"2019","Lithuania","Total","Age reached during the year","Number","Total","29,273",""
"2019","Lithuania","Total","Age reached during the year","Number","Males","16,160",""
"2019","Lithuania","Total","Age reached during the year","Number","Females","13,113",""
"2019","Luxembourg","Total","Age reached during the year","Number","Total","15,593",""
"2019","Luxembourg","Total","Age reached during the year","Number","Males","8,578",""
"2019","Luxembourg","Total","Age reached during the year","Number","Females","7,015",""
"2019","Hungary","Total","Age reached during the year","Number","Total","49,795",""
"2019","Hungary","Total","Age reached during the year","Number","Males","29,416",""
"2019","Hungary","Total","Age reached during the year","Number","Females","20,379",""
"2019","Malta","Total","Age reached during the year","Number","Total","7,998",""
"2019","Malta","Total","Age reached during the year","Number","Males","4,673",""
"2019","Malta","Total","Age reached during the year","Number","Females","3,325",""
"2019","Netherlands","Total","Age reached during the year","Number","Total","107,906",""
"2019","Netherlands","Total","Age reached during the year","Number","Males","60,486",""
"2019","Netherlands","Total","Age reached during the year","Number","Females","47,420",""
"2019","Austria","Total","Age reached during the year","Number","Total","68,280",""
"2019","Austria","Total","Age reached during the year","Number","Males","39,438",""
"2019","Austria","Total","Age reached during the year","Number","Females","28,842",""
"2019","Poland","Total","Age reached during the year","Number","Total","180,594","ep"
"2019","Poland","Total","Age reached during the year","Number","Males","103,034","ep"
"2019","Poland","Total","Age reached during the year","Number","Females","77,560","ep"
"2019","Portugal","Total","Age reached during the year","Number","Total","28,219",""
"2019","Portugal","Total","Age reached during the year","Number","Males","16,190",""
"2019","Portugal","Total","Age reached during the year","Number","Females","12,029",""
"2019","Romania","Total","Age reached during the year","Number","Total","233,736","e"
"2019","Romania","Total","Age reached during the year","Number","Males","126,523","e"
"2019","Romania","Total","Age reached during the year","Number","Females","107,213","e"
"2019","Slovenia","Total","Age reached during the year","Number","Total","15,106",""
"2019","Slovenia","Total","Age reached during the year","Number","Males","9,904",""
"2019","Slovenia","Total","Age reached during the year","Number","Females","5,202",""
"2019","Slovakia","Total","Age reached during the year","Number","Total","3,384",""
"2019","Slovakia","Total","Age reached during the year","Number","Males","1,313",""
"2019","Slovakia","Total","Age reached during the year","Number","Females","2,071",""
"2019","Finland","Total","Age reached during the year","Number","Total","17,263",""
"2019","Finland","Total","Age reached during the year","Number","Males","8,644",""
"2019","Finland","Total","Age reached during the year","Number","Females","8,619",""
"2019","Sweden","Total","Age reached during the year","Number","Total","47,718",""
"2019","Sweden","Total","Age reached during the year","Number","Males","25,301",""
"2019","Sweden","Total","Age reached during the year","Number","Females","22,417",""
"2019","Iceland","Total","Age reached during the year","Number","Total","4,590",""
"2019","Iceland","Total","Age reached during the year","Number","Males","2,605",""
"2019","Iceland","Total","Age reached during the year","Number","Females","1,985",""
"2019","Liechtenstein","Total","Age reached during the year","Number","Total","446",""
"2019","Liechtenstein","Total","Age reached during the year","Number","Males","218",""
"2019","Liechtenstein","Total","Age reached during the year","Number","Females","228",""
"2019","Norway","Total","Age reached during the year","Number","Total","23,207",""
"2019","Norway","Total","Age reached during the year","Number","Males","12,019",""
"2019","Norway","Total","Age reached during the year","Number","Females","11,188",""
"2019","Switzerland","Total","Age reached during the year","Number","Total","126,221",""
"2019","Switzerland","Total","Age reached during the year","Number","Males","69,646",""
"2019","Switzerland","Total","Age reached during the year","Number","Females","56,575",""
"2019","United Kingdom","Total","Age reached during the year","Number","Total","368,385",""
"2019","United Kingdom","Total","Age reached during the year","Number","Males","201,223",""
"2019","United Kingdom","Total","Age reached during the year","Number","Females","167,162",""
"2019","North Macedonia","Total","Age reached during the year","Number","Total",":",""
"2019","North Macedonia","Total","Age reached during the year","Number","Males",":",""
"2019","North Macedonia","Total","Age reached during the year","Number","Females",":",""
